SESION;FECHA;TIPO;BOLETIN;SUMA;DETALLE;DIPUTADO;SEXO;PARTIDO;VOTACION;COMISION;INFORME;TRAMITE;PERIODO
94;11-04-2017;GENERAL;11172-10;Aprueba el Segundo Protocolo Modificatorio del Protocolo Adicional al Acuerdo Marco de la Alianza del Pacífico, suscrito entre la República de Colombia, la República de Chile, los Estados Unidos Mexicanos y la República del Perú, en Puerto Varas, Chile, el 1 de julio de 2016;;Sabat Fernández Marcela;Femenino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
94;11-04-2017;GENERAL;11167-10;Aprueba el Convenio de Transporte Aéreo entre el Gobierno de la República de Chile y el Gobierno de la República Cooperativa de Guyana, suscrito en Santiago, Chile, el 24 de octubre de 2016;;Sabat Fernández Marcela;Femenino;RN;NO VOTA;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
94;11-04-2017;GENERAL;11172-10;Aprueba el Segundo Protocolo Modificatorio del Protocolo Adicional al Acuerdo Marco de la Alianza del Pacífico, suscrito entre la República de Colombia, la República de Chile, los Estados Unidos Mexicanos y la República del Perú, en Puerto Varas, Chile, el 1 de julio de 2016;;Silber Romo Gabriel;Masculino;DC;NO VOTA;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
94;11-04-2017;GENERAL;11167-10;Aprueba el Convenio de Transporte Aéreo entre el Gobierno de la República de Chile y el Gobierno de la República Cooperativa de Guyana, suscrito en Santiago, Chile, el 24 de octubre de 2016;;Silber Romo Gabriel;Masculino;DC;NO VOTA;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
94;11-04-2017;GENERAL;11172-10;Aprueba el Segundo Protocolo Modificatorio del Protocolo Adicional al Acuerdo Marco de la Alianza del Pacífico, suscrito entre la República de Colombia, la República de Chile, los Estados Unidos Mexicanos y la República del Perú, en Puerto Varas, Chile, el 1 de julio de 2016;;Tarud Daccarett Jorge;Masculino;PPD;NO VOTA;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
94;11-04-2017;GENERAL;11167-10;Aprueba el Convenio de Transporte Aéreo entre el Gobierno de la República de Chile y el Gobierno de la República Cooperativa de Guyana, suscrito en Santiago, Chile, el 24 de octubre de 2016;;Tarud Daccarett Jorge;Masculino;PPD;NO VOTA;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
94;11-04-2017;GENERAL;11172-10;Aprueba el Segundo Protocolo Modificatorio del Protocolo Adicional al Acuerdo Marco de la Alianza del Pacífico, suscrito entre la República de Colombia, la República de Chile, los Estados Unidos Mexicanos y la República del Perú, en Puerto Varas, Chile, el 1 de julio de 2016;;Teillier Del Valle Guillermo;Masculino;PC;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
94;11-04-2017;GENERAL;11167-10;Aprueba el Convenio de Transporte Aéreo entre el Gobierno de la República de Chile y el Gobierno de la República Cooperativa de Guyana, suscrito en Santiago, Chile, el 24 de octubre de 2016;;Teillier Del Valle Guillermo;Masculino;PC;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
257;11-04-2017;GENERAL;10783-04;Sobre Educación Superior;;Vallejo Dowling Camila;Femenino;PC;ABSTENCION;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
130;11-04-2017;GENERAL;11012-13;Establece normas que incentivan mejoras de las condiciones de remuneraciones y empleo de los trabajadores que se desempeñan en empresas que prestan servicios externalizados a las municipalidades, en recolección, transporte o disposición final de residuos sólidos domiciliarios;;Vallespín López Patricio;Masculino;DC;A FAVOR;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
257;11-04-2017;GENERAL;10783-04;Sobre Educación Superior;;Venegas Cárdenas Mario;Masculino;DC;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
94;11-04-2017;GENERAL;11167-10;Aprueba el Convenio de Transporte Aéreo entre el Gobierno de la República de Chile y el Gobierno de la República Cooperativa de Guyana, suscrito en Santiago, Chile, el 24 de octubre de 2016;;Verdugo Soto Germán;Masculino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
94;11-04-2017;GENERAL;11172-10;Aprueba el Segundo Protocolo Modificatorio del Protocolo Adicional al Acuerdo Marco de la Alianza del Pacífico, suscrito entre la República de Colombia, la República de Chile, los Estados Unidos Mexicanos y la República del Perú, en Puerto Varas, Chile, el 1 de julio de 2016;;Verdugo Soto Germán;Masculino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
130;11-04-2017;GENERAL;11012-13;Establece normas que incentivan mejoras de las condiciones de remuneraciones y empleo de los trabajadores que se desempeñan en empresas que prestan servicios externalizados a las municipalidades, en recolección, transporte o disposición final de residuos sólidos domiciliarios;;Walker Prieto Matías;Masculino;DC;A FAVOR;Trabajo;Primer informe de comisión;Primer trámite constitucional;2014-2018
293;18-04-2017;GENERAL;11120-05;Modifica el Código Tributario con el objeto de establecer un plazo para informar al Servicio de Impuestos Internos las modificaciones importantes de los datos de la declaración de inicio de actividades;;De Mussy Hiriart Felipe;Masculino;UDI;A FAVOR;Hacienda;Primer informe de comisión;Primer trámite constitucional;2014-2018
293;18-04-2017;GENERAL;11120-05;Modifica el Código Tributario con el objeto de establecer un plazo para informar al Servicio de Impuestos Internos las modificaciones importantes de los datos de la declaración de inicio de actividades;;Farcas Guendelman Daniel;Masculino;PPD;A FAVOR;Hacienda;Primer informe de comisión;Primer trámite constitucional;2014-2018
293;18-04-2017;GENERAL;11120-05;Modifica el Código Tributario con el objeto de establecer un plazo para informar al Servicio de Impuestos Internos las modificaciones importantes de los datos de la declaración de inicio de actividades;;León Ramírez Roberto;Masculino;DC;A FAVOR;Hacienda;Primer informe de comisión;Primer trámite constitucional;2014-2018
293;18-04-2017;GENERAL;11120-05;Modifica el Código Tributario con el objeto de establecer un plazo para informar al Servicio de Impuestos Internos las modificaciones importantes de los datos de la declaración de inicio de actividades;;Lorenzini Basso Pablo;Masculino;DC;A FAVOR;Hacienda;Primer informe de comisión;Primer trámite constitucional;2014-2018
293;18-04-2017;GENERAL;11120-05;Modifica el Código Tributario con el objeto de establecer un plazo para informar al Servicio de Impuestos Internos las modificaciones importantes de los datos de la declaración de inicio de actividades;;Macaya Danús Javier;Masculino;UDI;A FAVOR;Hacienda;Primer informe de comisión;Primer trámite constitucional;2014-2018
293;18-04-2017;GENERAL;11120-05;Modifica el Código Tributario con el objeto de establecer un plazo para informar al Servicio de Impuestos Internos las modificaciones importantes de los datos de la declaración de inicio de actividades;;Melero Abaroa Patricio;Masculino;UDI;A FAVOR;Hacienda;Primer informe de comisión;Primer trámite constitucional;2014-2018
293;18-04-2017;GENERAL;11120-05;Modifica el Código Tributario con el objeto de establecer un plazo para informar al Servicio de Impuestos Internos las modificaciones importantes de los datos de la declaración de inicio de actividades;;Núñez Lozano Marco Antonio;Masculino;PPD;A FAVOR;Hacienda;Primer informe de comisión;Primer trámite constitucional;2014-2018
293;18-04-2017;GENERAL;11120-05;Modifica el Código Tributario con el objeto de establecer un plazo para informar al Servicio de Impuestos Internos las modificaciones importantes de los datos de la declaración de inicio de actividades;;Ortiz Novoa José Miguel;Masculino;DC;A FAVOR;Hacienda;Primer informe de comisión;Primer trámite constitucional;2014-2018
293;18-04-2017;GENERAL;11120-05;Modifica el Código Tributario con el objeto de establecer un plazo para informar al Servicio de Impuestos Internos las modificaciones importantes de los datos de la declaración de inicio de actividades;;Santana Tirachini Alejandro;Masculino;RN;A FAVOR;Hacienda;Primer informe de comisión;Primer trámite constitucional;2014-2018
293;18-04-2017;GENERAL;11120-05;Modifica el Código Tributario con el objeto de establecer un plazo para informar al Servicio de Impuestos Internos las modificaciones importantes de los datos de la declaración de inicio de actividades;;Schilling Rodríguez Marcelo;Masculino;PS;A FAVOR;Hacienda;Primer informe de comisión;Primer trámite constitucional;2014-2018
293;18-04-2017;GENERAL;11120-05;Modifica el Código Tributario con el objeto de establecer un plazo para informar al Servicio de Impuestos Internos las modificaciones importantes de los datos de la declaración de inicio de actividades;;Silva Méndez Ernesto;Masculino;UDI;A FAVOR;Hacienda;Primer informe de comisión;Primer trámite constitucional;2014-2018
96;02-05-2017;GENERAL;11193-10;Aprueba el Convenio sobre el Trabajo Marítimo, 2006, adoptado el 23 de febrero de 2006, en la 94° Conferencia General de la Organización Internacional del Trabajo;;Campos Jara Cristián;Masculino;PPD;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
96;02-05-2017;GENERAL;11193-10;Aprueba el Convenio sobre el Trabajo Marítimo, 2006, adoptado el 23 de febrero de 2006, en la 94° Conferencia General de la Organización Internacional del Trabajo;;Hernández Hernández Javier;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
96;02-05-2017;GENERAL;11193-10;Aprueba el Convenio sobre el Trabajo Marítimo, 2006, adoptado el 23 de febrero de 2006, en la 94° Conferencia General de la Organización Internacional del Trabajo;;Jarpa Wevar Carlos Abel;Masculino;PR;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
96;02-05-2017;GENERAL;11193-10;Aprueba el Convenio sobre el Trabajo Marítimo, 2006, adoptado el 23 de febrero de 2006, en la 94° Conferencia General de la Organización Internacional del Trabajo;;Kort Garriga Issa;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
96;02-05-2017;GENERAL;11193-10;Aprueba el Convenio sobre el Trabajo Marítimo, 2006, adoptado el 23 de febrero de 2006, en la 94° Conferencia General de la Organización Internacional del Trabajo;;Molina Oliva Andrea;Femenino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
96;02-05-2017;GENERAL;11193-10;Aprueba el Convenio sobre el Trabajo Marítimo, 2006, adoptado el 23 de febrero de 2006, en la 94° Conferencia General de la Organización Internacional del Trabajo;;Rocafull López Luis;Masculino;PS;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
96;02-05-2017;GENERAL;11193-10;Aprueba el Convenio sobre el Trabajo Marítimo, 2006, adoptado el 23 de febrero de 2006, en la 94° Conferencia General de la Organización Internacional del Trabajo;;Sabag Villalobos Jorge;Masculino;DC;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
96;02-05-2017;GENERAL;11193-10;Aprueba el Convenio sobre el Trabajo Marítimo, 2006, adoptado el 23 de febrero de 2006, en la 94° Conferencia General de la Organización Internacional del Trabajo;;Sabat Fernández Marcela;Femenino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
96;02-05-2017;GENERAL;11193-10;Aprueba el Convenio sobre el Trabajo Marítimo, 2006, adoptado el 23 de febrero de 2006, en la 94° Conferencia General de la Organización Internacional del Trabajo;;Verdugo Soto Germán;Masculino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
112;10-05-2017;GENERAL;10313-12;Declara el día 8 de junio de cada año como el Día Mundial del Océano en Chile.;;Campos Jara Cristián;Masculino;PPD;A FAVOR;Medio Ambiente;Discusión única;Segundo trámite constitucional;2014-2018
112;10-05-2017;GENERAL;10313-12;Declara el día 8 de junio de cada año como el Día Mundial del Océano en Chile.;;Chávez Velásquez Marcelo;Masculino;DC;NO VOTA;Medio Ambiente;Discusión única;Segundo trámite constitucional;2014-2018
112;10-05-2017;GENERAL;10313-12;Declara el día 8 de junio de cada año como el Día Mundial del Océano en Chile.;;Girardi Lavín Cristina;Femenino;PPD;A FAVOR;Medio Ambiente;Discusión única;Segundo trámite constitucional;2014-2018
112;10-05-2017;GENERAL;10313-12;Declara el día 8 de junio de cada año como el Día Mundial del Océano en Chile.;;Molina Oliva Andrea;Femenino;UDI;NO VOTA;Medio Ambiente;Discusión única;Segundo trámite constitucional;2014-2018
112;10-05-2017;GENERAL;10313-12;Declara el día 8 de junio de cada año como el Día Mundial del Océano en Chile.;;Morales Muñoz Celso;Masculino;UDI;NO VOTA;Medio Ambiente;Discusión única;Segundo trámite constitucional;2014-2018
112;10-05-2017;GENERAL;10313-12;Declara el día 8 de junio de cada año como el Día Mundial del Océano en Chile.;;Pérez Lahsen Leopoldo;Masculino;RN;A FAVOR;Medio Ambiente;Discusión única;Segundo trámite constitucional;2014-2018
112;10-05-2017;GENERAL;10313-12;Declara el día 8 de junio de cada año como el Día Mundial del Océano en Chile.;;Rathgeb Schifferli Jorge;Masculino;RN;NO VOTA;Medio Ambiente;Discusión única;Segundo trámite constitucional;2014-2018
112;10-05-2017;GENERAL;10313-12;Declara el día 8 de junio de cada año como el Día Mundial del Océano en Chile.;;Sandoval Plaza David;Masculino;UDI;A FAVOR;Medio Ambiente;Discusión única;Segundo trámite constitucional;2014-2018
112;10-05-2017;GENERAL;10313-12;Declara el día 8 de junio de cada año como el Día Mundial del Océano en Chile.;;Vallespín López Patricio;Masculino;DC;A FAVOR;Medio Ambiente;Discusión única;Segundo trámite constitucional;2014-2018
102;16-05-2017;GENERAL;10125-15;Modifica la Ley de Tránsito y la ley N°18.287, con el fin de adoptar medidas de seguridad y control en lo relativo a los medios de pago del transporte público remunerado de pasajeros, establecer sanciones, crear un registro de pasajeros infractores y modificar normas procedimentales.;;Álvarez Vera Jenny;Femenino;PS;A FAVOR;Obras Públicas;Discusión general;Segundo trámite constitucional;2014-2018
